Nome da Origem;Player;Nacionality;Position.1;Position.2;Age;Playing Time MP;Playing Time Starts;Playing Time Min;Playing Time 90s;Performance Gls;Performance Ast;Performance G+A;Performance G-PK;Performance PK;Performance PKatt;Performance CrdY;Performance CrdR;Expected xG;Expected npxG;Expected xAG;Expected npxG+xAG;Progression PrgC;Progression PrgP;Progression PrgR;Per 90 Minutes Gls;Per 90 Minutes Ast;Per 90 Minutes G+A;Per 90 Minutes G-PK;Per 90 Minutes G+A-PK;Per 90 Minutes xG;Per 90 Minutes xAG;Per 90 Minutes xG+xAG;Per 90 Minutes npxG;Per 90 Minutes npxG+xAG
tabela_Red_Bull_Bragantino.xlsx;Arthur;br BRA;FW;MF;20;8;0;153;1,7;0;0;0;0;0;0;1;0;0,1;0,1;1;1,1;0;1;7;0;0;0;0;0;0,04;0,6;0,64;0,04;0,64
tabela_Red_Bull_Bragantino.xlsx;Victor Hugo;br BRA;FW;;20;2;0;49;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
tabela_Red_Bull_Bragantino.xlsx;Sergio Palacios;co COL;DF;;18;1;0;30;0,3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Red_Bull_Bragantino.xlsx;Everton;br BRA;FW;;21;1;0;25;0,3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
tabela_Red_Bull_Bragantino.xlsx;Juliano;br BRA;FW;;15;1;0;24;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
tabela_Red_Bull_Bragantino.xlsx;Chumbinho;br BRA;MF;FW;20;2;0;12;0,1;0;0;0;0;0;0;0;0;0,1;0,1;0;0,1;1;0;2;0;0;0;0;0;0,84;0;0,84;0,84;0,84
tabela_Red_Bull_Bragantino.xlsx;Riquelme;br BRA;MF;;18;1;0;6;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tabela_Red_Bull_Bragantino.xlsx;Gabriel Caetano;br BRA;MF;;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Johan Caicedo;co COL;MF;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Danilo;br BRA;DF;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Dija;br BRA;DF;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Kelvin Flórez;co COL;MF;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Isac;br BRA;DF;;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Gabriel Lopes;br BRA;MF;;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Kauan Martins;br BRA;DF;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;João Neto;br BRA;FW;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Marcos Paulo;br BRA;DF;;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Gustavo Reis;br BRA;GK;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Marcos Vinicius;br BRA;MF;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Red_Bull_Bragantino.xlsx;Squad Total;;;;24,8;38;418;3420;38;44;32;76;41;3;3;101;4;39,4;37;28,6;65,6;563;1272;1250;1,16;0,84;2;1,08;1,92;1,04;0,75;1,79;0,97;1,73
tabela_Red_Bull_Bragantino.xlsx;Opponent Total;;;;27,8;38;418;3420;38;47;38;85;46;1;3;95;3;48,1;45,6;38,7;84,3;558;1477;1460;1,24;1;2,24;1,21;2,21;1,27;1,02;2,28;1,2;2,22
tabela_São_Paulo.xlsx;Igor Vinícius de Souza;br BRA;DF;;26;30;29;2463;27,4;0;2;2;0;0;0;7;1;0,9;0,9;2,5;3,4;66;137;150;0;0,07;0,07;0;0,07;0,03;0,09;0,12;0,03;0,12
tabela_São_Paulo.xlsx;Luciano;br BRA;MF;FW;30;31;27;2302;25,6;11;2;13;10;1;2;13;1;7,1;5,3;2,4;7,7;24;92;126;0,43;0,08;0,51;0,39;0,47;0,28;0,09;0,37;0,21;0,3
tabela_São_Paulo.xlsx;Lucas Moura;br BRA;FW;MF;31;28;26;2246;25;10;6;16;8;2;2;4;0;5,2;3,6;3,2;6,9;87;131;173;0,4;0,24;0,64;0,32;0,56;0,21;0,13;0,34;0,15;0,27
tabela_São_Paulo.xlsx;Robert Arboleda;ec ECU;DF;;32;27;25;2256;25,1;2;0;2;2;0;0;3;0;1,4;1,4;0,5;1,9;2;45;3;0,08;0;0,08;0,08;0,08;0,05;0,02;0,07;0,05;0,07
tabela_São_Paulo.xlsx;Rafael Pires;br BRA;GK;;34;25;25;2250;25;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tabela_São_Paulo.xlsx;Alan Franco;ar ARG;DF;;27;27;25;2191;24,3;0;1;1;0;0;0;6;1;1,1;1,1;0,4;1,5;14;98;6;0;0,04;0,04;0;0,04;0,05;0,02;0,06;0,05;0,06
tabela_São_Paulo.xlsx;Luiz Gustavo;br BRA;MF;;36;28;24;2142;23,8;2;1;3;2;0;0;3;0;1,3;1,3;0,7;2;32;132;20;0,08;0,04;0,13;0,08;0,13;0,05;0,03;0,08;0,05;0,08
tabela_São_Paulo.xlsx;Jonathan Calleri;ar ARG;FW;;30;27;24;2047;22,7;5;4;9;5;0;0;6;0;5,6;5,6;1,3;6,9;24;28;112;0,22;0,18;0,4;0,22;0,4;0,25;0,06;0,3;0,25;0,3
tabela_São_Paulo.xlsx;Welington;br BRA;DF;;22;22;19;1697;18,9;0;1;1;0;0;0;6;0;0,4;0,4;0,8;1,2;40;79;105;0;0,05;0,05;0;0,05;0,02;0,04;0,07;0,02;0,07
tabela_São_Paulo.xlsx;Alisson;br BRA;MF;;30;21;19;1609;17,9;1;2;3;1;0;0;5;0;0,6;0,6;0,6;1,1;21;114;28;0,06;0,11;0,17;0,06;0,17;0,03;0,03;0,06;0,03;0,06
tabela_São_Paulo.xlsx;André Silva;br BRA;FW;;26;30;17;1535;17,1;7;2;9;7;0;0;3;0;3,9;3,9;0,8;4,8;20;32;107;0,41;0,12;0,53;0,41;0,53;0,23;0,05;0,28;0,23;0,28
tabela_São_Paulo.xlsx;Ferreira;br BRA;FW;MF;26;26;14;1230;13,7;5;1;6;5;0;0;4;0;2,9;2,9;1,8;4,8;76;57;152;0,37;0,07;0,44;0,37;0,44;0,21;0,14;0,35;0,21;0,35
tabela_São_Paulo.xlsx;Damián Bobadilla;py PAR;MF;;22;18;14;1031;11,5;1;0;1;1;0;0;3;0;0,9;0,9;0,8;1,7;7;60;14;0,09;0;0,09;0,09;0,09;0,08;0,07;0,14;0,08;0,14
tabela_São_Paulo.xlsx;Jandrei;br BRA;GK;;30;13;13;1170;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_São_Paulo.xlsx;José Sabino;br BRA;DF;;27;13;11;972;10,8;0;0;0;0;0;0;3;0;0,4;0,4;0,1;0,5;5;43;4;0;0;0;0;0;0,04;0,01;0,05;0,04;0,05
tabela_São_Paulo.xlsx;Wellington Rato;br BRA;FW;MF;31;25;10;1052;11,7;1;5;6;1;0;0;2;0;2,2;2,2;3,5;5,7;24;47;90;0,09;0,43;0,51;0,09;0,51;0,19;0,3;0,49;0,19;0,49
tabela_São_Paulo.xlsx;Rodrigo Nestor;br BRA;MF;FW;23;25;10;984;10,9;0;2;2;0;0;0;3;0;1,1;1,1;1,4;2,6;29;50;59;0;0,18;0,18;0;0,18;0,1;0,13;0,23;0,1;0,23
tabela_São_Paulo.xlsx;Marcos Antônio;br BRA;MF;;23;13;10;844;9,4;0;0;0;0;0;0;1;0;0,1;0,1;0,3;0,4;10;50;13;0;0;0;0;0;0,01;0,04;0,04;0,01;0,04
tabela_São_Paulo.xlsx;Nahuel Ferraresi;ve VEN;DF;;25;14;9;902;10;1;1;2;1;0;0;2;0;0,4;0,4;0,8;1,1;9;45;14;0,1;0,1;0,2;0,1;0,2;0,04;0,08;0,11;0,04;0,11
tabela_São_Paulo.xlsx;Diego;br BRA;DF;;24;14;9;894;9,9;0;0;0;0;0;0;2;0;0,2;0,2;0,1;0,3;4;40;2;0;0;0;0;0;0,02;0,01;0,03;0,02;0,03
tabela_São_Paulo.xlsx;Michel Araujo;uy URU;DF;FW;27;20;9;858;9,5;0;1;1;0;0;0;4;0;1,2;1,2;1,7;2,8;22;45;50;0;0,1;0,1;0;0,1;0,12;0,17;0,3;0,12;0,3
tabela_São_Paulo.xlsx;Ruan;br BRA;DF;;24;8;8;719;8;0;0;0;0;0;0;1;0;0,1;0,1;0;0,1;0;19;4;0;0;0;0;0;0,01;0;0,01;0,01;0,01
tabela_São_Paulo.xlsx;Rafinha;br BRA;DF;;38;9;7;518;5,8;0;0;0;0;0;0;3;0;0;0;0,2;0,2;10;29;18;0;0;0;0;0;0;0,03;0,03;0;0,03
tabela_São_Paulo.xlsx;Erick;br BRA;FW;MF;26;19;6;646;7,2;1;2;3;1;0;0;3;0;0,6;0,6;2,2;2,9;33;42;89;0,14;0,28;0,42;0,14;0,42;0,09;0,31;0,4;0,09;0,4
tabela_São_Paulo.xlsx;Patryck;br BRA;DF;;21;12;6;615;6,8;0;0;0;0;0;0;1;0;0;0;0,1;0,2;11;22;29;0;0;0;0;0;0,01;0,02;0,02;0,01;0,02
tabela_São_Paulo.xlsx;William Gomes;br BRA;FW;MF;17;11;4;495;5,5;3;1;4;3;0;0;2;0;1,3;1,3;0,5;1,7;25;14;63;0,55;0,18;0,73;0,55;0,73;0,23;0,08;0,32;0,23;0,32
tabela_São_Paulo.xlsx;Giuliano Galoppo;ar ARG;MF;;24;13;3;391;4,3;0;0;0;0;0;0;2;0;0,8;0,8;0,4;1,2;8;26;16;0;0;0;0;0;0,19;0,09;0,28;0,19;0,28
tabela_São_Paulo.xlsx;Juan Santos;br BRA;FW;MF;21;10;3;263;2,9;0;1;1;0;0;0;0;0;0,7;0,7;0,2;0,9;6;4;21;0;0,34;0,34;0;0,34;0,22;0,07;0,3;0,22;0,3
tabela_São_Paulo.xlsx;Pablo Maia;br BRA;MF;;22;3;3;259;2,9;0;0;0;0;0;0;0;0;0,2;0,2;0,2;0,3;0;18;3;0;0;0;0;0;0,05;0,05;0,11;0,05;0,11
tabela_São_Paulo.xlsx;Jamal Lewis;nir NIR;DF;;26;6;3;213;2,4;0;1;1;0;0;0;0;0;0;0;0,4;0,5;2;8;22;0;0,42;0,42;0;0,42;0,02;0,19;0,2;0,02;0,2
tabela_São_Paulo.xlsx;João Moreira;pt POR;DF;MF;19;5;3;195;2,2;0;0;0;0;0;0;0;0;0;0;0;0;2;4;14;0;0;0;0;0;0,01;0;0,01;0,01;0,01
tabela_São_Paulo.xlsx;Santiago Longo;ar ARG;MF;;25;3;2;170;1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0,01;0;0,01;0,01;0,01
tabela_São_Paulo.xlsx;Liziero;br BRA;MF;DF;25;9;1;303;3,4;1;0;1;1;0;0;1;0;0,1;0,1;0;0,1;4;22;17;0,3;0;0,3;0,3;0,3;0,03;0,01;0,04;0,03;0,04
tabela_São_Paulo.xlsx;Rodrigo;br BRA;MF;;19;4;0;71;0,8;0;0;0;0;0;0;0;0;0,5;0,5;0;0,5;5;1;4;0;0;0;0;0;0,59;0,04;0,63;0,59;0,63
tabela_São_Paulo.xlsx;James Rodríguez;co COL;MF;;32;2;0;38;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0
tabela_São_Paulo.xlsx;Henrique;br BRA;FW;;17;1;0;13;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tabela_São_Paulo.xlsx;Ryan Francisco;br BRA;FW;;17;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_São_Paulo.xlsx;Igor;br BRA;DF;;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_São_Paulo.xlsx;Young;br BRA;GK;;21;0;0;;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
tabela_São_Paulo.xlsx;Matheus Belém;br BRA;DF;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_São_Paulo.xlsx;Lucas Ferreira;br BRA;MF;;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_São_Paulo.xlsx;Leandro Mathias;br BRA;GK;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_São_Paulo.xlsx;Squad Total;;;;28,5;38;418;3420;38;51;36;87;48;3;4;95;3;40,3;37;27,8;64,8;622;1546;1532;1,34;0,95;2,29;1,26;2,21;1,06;0,73;1,79;0,97;1,71
tabela_São_Paulo.xlsx;Opponent Total;;;;27,7;38;418;3420;38;40;26;66;37;3;3;105;10;35,4;33;24,5;57,6;540;1251;1233;1,05;0,68;1,74;0,97;1,66;0,93;0,65;1,58;0,87;1,51
tabela_Vasco_da_Gama.xlsx;Léo Jardim;br BRA;GK;;28;38;38;3420;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Vasco_da_Gama.xlsx;Pablo Vegetti;ar ARG;FW;;35;35;34;2986;33,2;12;2;14;12;0;2;7;0;12,4;10,9;2,8;13,7;10;37;131;0,36;0,06;0,42;0,36;0,42;0,37;0,09;0,46;0,33;0,41
tabela_Vasco_da_Gama.xlsx;Lucas Piton;br BRA;DF;;23;32;31;2703;30;1;5;6;1;0;0;5;0;0,6;0,6;3,6;4,2;63;104;143;0,03;0,17;0,2;0,03;0,2;0,02;0,12;0,14;0,02;0,14
tabela_Vasco_da_Gama.xlsx;Léo Pelé;br BRA;DF;;27;30;30;2700;30;0;1;1;0;0;0;3;0;1,5;1,5;0,7;2,1;26;78;5;0;0,03;0,03;0;0,03;0,05;0,02;0,07;0,05;0,07
tabela_Vasco_da_Gama.xlsx;Paulo Henrique;br BRA;DF;;27;35;30;2516;28;1;0;1;1;0;0;6;0;1,9;1,9;1,7;3,7;56;86;113;0,04;0;0,04;0,04;0,04;0,07;0,06;0,13;0,07;0,13
tabela_Vasco_da_Gama.xlsx;Hugo Moura;br BRA;MF;;26;30;27;2114;23,5;1;4;5;1;0;0;8;1;1,9;1,9;0,9;2,8;22;114;27;0,04;0,17;0,21;0,04;0,21;0,08;0,04;0,12;0,08;0,12
tabela_Vasco_da_Gama.xlsx;Maicon;br BRA;DF;;35;30;25;2351;26,1;1;0;1;1;0;0;5;0;0,7;0,7;0,4;1,1;3;72;2;0,04;0;0,04;0,04;0,04;0,03;0,02;0,04;0,03;0,04
tabela_Vasco_da_Gama.xlsx;Mateus Cocão;br BRA;MF;;21;32;25;2156;24;2;2;4;2;0;0;9;1;0,7;0,7;1;1,7;20;114;38;0,08;0,08;0,17;0,08;0,17;0,03;0,04;0,07;0,03;0,07
tabela_Vasco_da_Gama.xlsx;João Victor;br BRA;DF;;25;23;20;1776;19,7;1;1;2;1;0;0;6;2;0,2;0,2;0,8;1;41;78;14;0,05;0,05;0,1;0,05;0,1;0,01;0,04;0,05;0,01;0,05
tabela_Vasco_da_Gama.xlsx;David;br BRA;FW;;28;23;20;1588;17,6;4;3;7;4;0;0;7;1;1,8;1,8;1,9;3,8;41;48;127;0,23;0,17;0,4;0,23;0,4;0,1;0,11;0,21;0,1;0,21
tabela_Vasco_da_Gama.xlsx;Dimitri Payet;fr FRA;MF;FW;36;23;16;1220;13,6;3;3;6;2;1;1;2;0;1,8;1;2,6;3,6;24;100;79;0,22;0,22;0,44;0,15;0,37;0,14;0,19;0,33;0,08;0,27
tabela_Vasco_da_Gama.xlsx;Adson;br BRA;FW;;23;20;14;1224;13,6;2;1;3;2;0;0;2;0;1,5;1,5;2,6;4,1;42;72;80;0,15;0,07;0,22;0,15;0,22;0,11;0,19;0,3;0,11;0,3
tabela_Vasco_da_Gama.xlsx;Pablo Galdames Millán;cl CHI;MF;;27;18;13;1154;12,8;0;2;2;0;0;0;5;0;0,3;0,3;0,7;1;8;71;25;0;0,16;0,16;0;0,16;0,02;0,05;0,08;0,02;0,08
tabela_Vasco_da_Gama.xlsx;Juan Sforza;ar ARG;MF;;21;26;12;1250;13,9;1;0;1;1;0;0;3;0;0,7;0,7;0,1;0,8;7;66;10;0,07;0;0,07;0,07;0,07;0,05;0,01;0,06;0,05;0,06
tabela_Vasco_da_Gama.xlsx;José Luis Rodríguez Bebanz;uy URU;DF;FW;26;22;12;1123;12,5;1;2;3;1;0;0;1;0;0,7;0,7;2,1;2,8;38;51;108;0,08;0,16;0,24;0,08;0,24;0,06;0,16;0,22;0,06;0,22
tabela_Vasco_da_Gama.xlsx;Emerson Rodríguez;co COL;FW;;23;15;9;795;8,8;2;0;2;2;0;0;1;0;1,4;1,4;0,5;1,9;30;12;90;0,23;0;0,23;0,23;0,23;0,16;0,06;0,22;0,16;0,22
tabela_Vasco_da_Gama.xlsx;Rossi;br BRA;FW;MF;30;11;9;507;5,6;0;1;1;0;0;0;3;0;0;0;0,8;0,9;7;11;45;0;0,18;0,18;0;0,18;0;0,15;0,15;0;0,15
tabela_Vasco_da_Gama.xlsx;Rayan Vitor;br BRA;FW;MF;17;24;7;855;9,5;1;0;1;1;0;0;2;0;1,9;1,8;1,4;3,2;16;15;51;0,11;0;0,11;0,11;0,11;0,2;0,14;0,34;0,19;0,34
tabela_Vasco_da_Gama.xlsx;Philippe Coutinho;br BRA;MF;;31;15;7;667;7,4;2;1;3;2;0;0;0;0;2,3;2,3;1;3,3;28;60;29;0,27;0,13;0,4;0,27;0,4;0,3;0,14;0,44;0,3;0,44
tabela_Vasco_da_Gama.xlsx;Leandrinho;br BRA;DF;FW;18;18;5;541;6;1;1;2;1;0;0;1;0;0,1;0,1;0,1;0,2;9;16;38;0,17;0,17;0,33;0,17;0,33;0,02;0,02;0,03;0,02;0,03
tabela_Vasco_da_Gama.xlsx;Victor Luis;br BRA;DF;;30;10;5;442;4,9;1;1;2;1;0;0;3;1;0,4;0,4;0,4;0,7;9;17;22;0,2;0,2;0,41;0,2;0,41;0,07;0,07;0,15;0,07;0,15
tabela_Vasco_da_Gama.xlsx;João Pedro;br BRA;MF;;18;10;4;432;4,8;0;1;1;0;0;0;0;0;0,3;0,3;0,2;0,5;4;20;14;0;0,21;0,21;0;0,21;0,05;0,04;0,1;0,05;0,1
tabela_Vasco_da_Gama.xlsx;Zé Gabriel;br BRA;MF;;25;14;3;457;5,1;0;0;0;0;0;0;3;0;0,8;0,8;0;0,9;6;11;5;0;0;0;0;0;0,17;0;0,17;0,17;0,17
tabela_Vasco_da_Gama.xlsx;Bruno Praxedes;br BRA;MF;;21;6;3;262;2,9;0;0;0;0;0;0;2;0;0,2;0,2;0,4;0,6;6;10;22;0;0;0;0;0;0,06;0,15;0,21;0,06;0,21
tabela_Vasco_da_Gama.xlsx;Guilherme Estrella;br BRA;MF;;18;3;3;146;1,6;1;0;1;1;0;0;1;0;0,4;0,4;0;0,4;3;4;7;0,62;0;0,62;0,62;0,62;0,24;0,02;0,26;0,24;0,26
tabela_Vasco_da_Gama.xlsx;Jean Meneses;cl CHI;FW;MF;30;6;2;291;3,2;0;0;0;0;0;0;0;0;0;0;0,1;0,1;7;7;22;0;0;0;0;0;0,01;0,02;0,03;0,01;0,03
tabela_Vasco_da_Gama.xlsx;Jair;br BRA;MF;;29;7;2;271;3;0;0;0;0;0;0;2;0;0;0;0;0;3;17;1;0;0;0;0;0;0;0;0;0;0
tabela_Vasco_da_Gama.xlsx;Maxime Dominguez;ch SUI;FW;MF;27;8;2;239;2,7;1;0;1;1;0;0;2;0;0,2;0,2;0,1;0,3;1;5;10;0,38;0;0,38;0,38;0,38;0,07;0,05;0,11;0,07;0,11
tabela_Vasco_da_Gama.xlsx;Alex Teixeira;br BRA;FW;MF;34;7;2;238;2,6;1;1;2;1;0;0;0;0;1,1;1,1;0,2;1,2;6;8;18;0,38;0,38;0,76;0,38;0,76;0,4;0,07;0,47;0,4;0,47
tabela_Vasco_da_Gama.xlsx;Robert Rojas;py PAR;DF;;27;6;2;179;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
tabela_Vasco_da_Gama.xlsx;Gary Medel;cl CHI;DF;;36;2;2;108;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
tabela_Vasco_da_Gama.xlsx;Clayton;br BRA;FW;;25;6;1;146;1,6;0;0;0;0;0;0;0;0;0,8;0,8;0;0,8;1;2;9;0;0;0;0;0;0,48;0;0,48;0,48;0,48
tabela_Vasco_da_Gama.xlsx;Gabriel Souza;br BRA;FW;;19;2;1;91;1;1;0;1;1;0;0;1;0;0,2;0,2;0;0,2;2;1;8;0,99;0;0,99;0,99;0,99;0,21;0;0,21;0,21;0,21
tabela_Vasco_da_Gama.xlsx;Max Alegria;br BRA;FW;DF;20;3;1;79;0,9;0;0;0;0;0;0;0;0;0;0;0,1;0,1;3;2;8;0;0;0;0;0;0,06;0,09;0,15;0,06;0,15
tabela_Vasco_da_Gama.xlsx;Josef de Souza;br BRA;MF;;34;4;1;76;0,8;0;0;0;0;0;0;1;1;0;0;0;0;0;4;1;0;0;0;0;0;0,02;0;0,02;0,02;0,02
tabela_Vasco_da_Gama.xlsx;Erick Marcus;br BRA;FW;MF;19;6;0;174;1,9;0;0;0;0;0;0;1;0;0,2;0,2;0,3;0,5;4;9;13;0;0;0;0;0;0,1;0,16;0,26;0,1;0,26
tabela_Vasco_da_Gama.xlsx;Lyncon;br BRA;DF;;18;1;0;45;0,5;1;0;1;1;0;0;0;0;0,2;0,2;0;0,2;0;0;0;2;0;2;2;2;0,34;0;0,34;0,34;0,34
tabela_Vasco_da_Gama.xlsx;Sergio Antonio De Luiz Junior;br BRA;FW;MF;28;2;0;41;0,5;0;0;0;0;0;0;1;0;0,1;0,1;0;0,1;1;0;5;0;0;0;0;0;0,13;0;0,13;0,13;0,13
tabela_Vasco_da_Gama.xlsx;Paulinho;br BRA;MF;;27;2;0;27;0,3;0;0;0;0;0;0;0;0;0,2;0,2;0;0,3;2;3;2;0;0;0;0;0;0,8;0,08;0,88;0,8;0,88
tabela_Vasco_da_Gama.xlsx;Bruno Lopes;br BRA;FW;;16;1;0;11;0,1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
tabela_Vasco_da_Gama.xlsx;Lucas Eduardo;br BRA;MF;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vasco_da_Gama.xlsx;Luiz Gustavo;br BRA;DF;;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vasco_da_Gama.xlsx;Keiller;br BRA;GK;;27;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vasco_da_Gama.xlsx;Patrick de Lucca;br BRA;MF;;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vasco_da_Gama.xlsx;Pablo;br BRA;GK;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vasco_da_Gama.xlsx;Paulinho;br BRA;DF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Vasco_da_Gama.xlsx;Squad Total;;;;27,5;38;418;3420;38;42;32;74;41;1;3;94;7;36,8;34,4;27;61,4;549;1330;1324;1,11;0,84;1,95;1,08;1,92;0,97;0,71;1,68;0,91;1,62
tabela_Vasco_da_Gama.xlsx;Opponent Total;;;;27,7;38;418;3420;38;56;46;102;56;0;0;65;3;52,7;52,7;39,6;92,4;700;1654;1641;1,47;1,21;2,68;1,47;2,68;1,39;1,04;2,43;1,39;2,43
tabela_Vitória.xlsx;Lucas Arcanjo;br BRA;GK;;25;37;37;3330;37;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
tabela_Vitória.xlsx;Wagner;br BRA;DF;;24;36;36;3156;35,1;5;0;5;4;1;1;5;1;4,7;3,9;0,4;4,3;23;103;4;0,14;0;0,14;0,11;0,11;0,13;0,01;0,14;0,11;0,12
tabela_Vitória.xlsx;Lucas Esteves;br BRA;DF;;23;34;32;2932;32,6;1;4;5;1;0;0;10;0;1,6;1,6;3;4,6;46;108;126;0,03;0,12;0,15;0,03;0,15;0,05;0,09;0,14;0,05;0,14
tabela_Vitória.xlsx;Matheusinho;br BRA;MF;FW;26;33;32;2469;27,4;5;5;10;5;0;0;5;0;3,5;3,5;3,4;6,9;55;98;114;0,18;0,18;0,36;0,18;0,36;0,13;0,13;0,25;0,13;0,25
tabela_Vitória.xlsx;Alerrandro;br BRA;FW;;24;34;32;2387;26,5;15;4;19;11;4;4;4;0;11;7,8;2,8;10,6;16;55;87;0,57;0,15;0,72;0,41;0,57;0,41;0,11;0,52;0,3;0,4
tabela_Vitória.xlsx;Willian;br BRA;MF;;30;35;30;2649;29,4;5;1;6;5;0;0;8;0;4,1;4,1;1,2;5,3;11;102;46;0,17;0,03;0,2;0,17;0,2;0,14;0,04;0,18;0,14;0,18
tabela_Vitória.xlsx;Luan Silva;br BRA;MF;;24;25;22;1585;17,6;0;0;0;0;0;0;5;0;0,4;0,4;0,2;0,6;6;41;3;0;0;0;0;0;0,02;0,01;0,04;0,02;0,04
tabela_Vitória.xlsx;Willean Lepo;br BRA;DF;;27;28;20;1789;19,9;0;0;0;0;0;0;5;0;0,9;0,9;1,5;2,4;52;78;50;0;0;0;0;0;0,04;0,08;0,12;0,04;0,12
tabela_Vitória.xlsx;Raúl Cáceres;py PAR;DF;;32;23;19;1695;18,8;0;3;3;0;0;0;2;0;0,1;0,1;2,4;2,5;50;49;111;0;0,16;0,16;0;0,16;0,01;0,13;0,13;0,01;0,13
tabela_Vitória.xlsx;Osvaldo;br BRA;MF;FW;36;19;17;1072;11,9;2;0;2;1;1;1;1;0;2,4;1,7;1,6;3,3;29;37;91;0,17;0;0,17;0,08;0,08;0,21;0,14;0,34;0,14;0,27
tabela_Vitória.xlsx;Neris;br BRA;DF;;31;16;16;1359;15,1;1;0;1;1;0;0;3;1;0,2;0,2;0;0,2;9;37;0;0,07;0;0,07;0,07;0,07;0,02;0;0,02;0,02;0,02
tabela_Vitória.xlsx;Janderson;br BRA;FW;MF;24;28;14;1396;15,5;3;1;4;3;0;0;6;0;2,1;2,1;1,6;3,7;39;23;87;0,19;0,06;0,26;0,19;0,26;0,13;0,1;0,24;0,13;0,24
tabela_Vitória.xlsx;Ricardo;br BRA;MF;;29;19;14;1043;11,6;0;1;1;0;0;0;0;0;0,2;0,2;0,5;0,8;5;54;12;0;0,09;0,09;0;0,09;0,02;0,05;0,07;0,02;0,07
